B.S.,A.D.,Time,Latitude,Longitude,Magnitude,Recorded Centre,Location
2/4/72,5/18/15,9:11,27.71,86.07,4.2,NSC,Dolakha
2/5/72,5/19/15,4:34,27.66,86.03,4.3,NSC,Dolakha
2/5/72,5/19/15,11:29,27.9,85.99,4,NSC,Sindhupalchowk
2/5/72,5/19/15,16:44,27.92,86.04,4.2,NSC,Sindhupalchowk
2/6/72,5/20/15,11:10,27.84,86.33,4.2,NSC,Dolakha
2/6/72,5/20/15,14:47,27.52,85.26,4.4,NSC,Lalitput
2/7/72,5/21/15,19:30,28.02,84.98,4,NSC,Dhading
2/7/72,5/21/15,14:56,27.93,85.46,4,NSC,Nuwakot
2/7/72,5/21/15,14:11,27.85,86.32,4.2,NSC,Dolakha
2/8/72,5/22/15,14:45,27.79,85.14,4.2,NSC,Nuwakot
2/8/72,5/22/15,16:44,28.05,85.08,4.8,NSC,Nuwakot
2/8/72,5/22/15,17:30,27.63,86.25,4.1,NSC,Dolakha
2/8/72,5/22/15,18:49,27.78,85.93,4,NSC,Sindhupalchowk
2/8/72,5/22/15,20:44,27.69,86.16,4.1,NSC,Dolakha
2/8/72,5/22/15,19:07,30.31,81.47,4.8,NSC,Humla
2/9/72,5/23/15,22:26,27.9,85.51,4.4,NSC,Sindhupalchowk
2/9/72,5/23/15,13:14,27.74,86.2,4.2,NSC,Dolakha
2/10/72,5/24/15,7:06,27.67,86.18,4.2,NSC,Dolakha
2/10/72,5/24/15,10:38,27.76,86.28,4.4,NSC,Dolakha
2/10/72,5/24/15,11:46,27.84,86,4.2,NSC,Sindhupalchowk
2/10/72,5/24/15,12:55,27.8,86.29,4.4,NSC,Dolakha
2/10/72,5/24/15,23:15,27.76,86.26,4.3,NSC,Dolakha
2/11/72,5/25/15,22:16,27.74,86.19,4.4,NSC,Dolakha
2/11/72,5/25/15,11:00,27.71,86.07,4.1,NSC,Dolakha
2/11/72,5/25/15,3:23,28.01,84.68,5,NSC,Gorkha
2/12/72,5/26/15,14:11,27.84,86.24,4.3,NSC,Dolakha
2/12/72,5/26/15,17:48,27.63,86.3,4.1,NSC,Dolakha
2/12/72,5/26/15,18:39,27.71,86.05,4.1,NSC,Dolakha
2/12/72,5/26/15,20:00,27.54,85.43,4.3,NSC,Lalitpur
2/12/72,5/26/15,22:52,28.02,85.26,5,NSC,Rasuwa
2/13/72,5/27/15,22:29,28.04,85.13,4.2,NSC,Nuwakot
2/13/72,5/27/15,13:16,27.89,85.53,4.6,NSC,Sindhupalchowk
2/13/72,5/27/15,13:15,27.91,85.53,4.5,NSC,Sindhupalchowk
2/13/72,5/27/15,12:03,27.59,86.2,4.2,NSC,Dolakha
2/14/72,5/28/15,22:16,27.94,85.54,4,NSC,Sindhupalchowk
2/14/72,5/28/15,12:14,27.59,86.16,4.1,NSC,Dolakha
2/14/72,5/28/15,11:36,27.59,86.19,4.2,NSC,Dolakha
2/14/72,5/28/15,5:29,27.77,86.25,4.2,NSC,Dolakha
2/14/72,5/28/15,5:12,27.64,85.31,4,NSC,Kathmandu
2/14/72,5/28/15,3:40,27.95,84.8,4,NSC,Dhading
2/14/72,5/28/15,3:07,27.99,84.79,4,NSC,Dhading
2/15/72,5/29/15,0:37,27.82,86.34,4.2,NSC,Dolakha
2/15/72,5/29/15,5:20,28.07,84.94,4.2,NSC,Dhading
2/15/72,5/29/15,8:30,28.17,84.72,4,NSC,Gorkha
2/15/72,5/29/15,12:30,28.01,84.84,4.8,NSC,Dhading
2/15/72,5/29/15,15:44,28,84.98,5.2,NSC,Dhading
2/16/72,5/30/15,22:13,27.79,85.17,4.5,NSC,Nuwakot
2/16/72,5/30/15,20:35,28.01,85.19,4,NSC,Rasuwa
2/16/72,5/30/15,1:52,27.75,85.21,4,NSC,Dhading
2/17/72,5/31/15,13:54,28.29,84.46,4.2,NSC,Lamjung
2/18/72,6/1/15,22:50,27.98,85.51,4,NSC,Sindhupalchowk
2/19/72,6/2/15,5:03,27.78,86.2,4,NSC,Dolakha
2/19/72,6/2/15,20:33,30,81.75,4.7,NSC/RSC,Humla
2/20/72,6/3/15,11:53,27.7,86.26,4.5,NSC,Dolakha
2/20/72,6/3/15,8:54,27.76,86.07,4.2,NSC,Dolakha
2/20/72,6/3/15,7:52,27.79,85.87,4.5,NSC,Sindhupalchowk
2/20/72,6/3/15,21:00,27.84,85.78,4.1,NSC,Sindhupalchowk
2/21/72,6/4/15,10:30,27.76,86.2,4,NSC,Dolakha
2/22/72,6/5/15,4:17,27.79,85.78,4.1,NSC,Sindhupalchowk
2/22/72,6/5/15,8:31,27.7,85.22,4,NSC,Kathmandu
2/23/72,6/6/15,17:00,27.58,86.18,4,NSC,Dolakha
2/23/72,6/6/15,20:48,28.26,85.86,4.2,NSC,Tibet
2/24/72,6/7/15,5:17,27.9,85.64,4.6,NSC,Sindhupalchowk
2/24/72,6/7/15,16:50,27.87,86.13,4.1,NSC,Dolakha
2/27/72,6/10/15,21:05,27.87,85.81,4.1,NSC,Sindhupalchowk
2/27/72,6/10/15,7:51,27.8,85.61,4.3,NSC,Sindhupalchowk
2/27/72,6/10/15,9:06,27.62,86.1,4.2,NSC,Dolakha
2/28/72,6/11/15,16:12,27.96,85.73,5.3,NSC,Sindhupalchowk
2/28/72,6/11/15,4:17,27.8,85.78,4.6,NSC,Sindhupalchowk
2/28/72,6/11/15,18:41,27.67,86.07,4,NSC,Dolakha
2/29/72,6/12/15,19:37,28.21,84.81,4.6,NSC,Gorkha
2/29/72,6/12/15,4:34,27.67,86.09,4.4,NSC,Dolakha
2072-2-30,6/13/15,1:18,27.73,86.16,5.2,NSC,Dolakha
2072-2-31,6/14/15,9:16,27.74,86.26,4.1,NSC,Dolakha
2072-2-31,6/14/15,0:14,27.8,85.15,4.2,NSC,Nuwakot
2072-2-32,6/15/15,10:07,27.87,85.72,4.1,NSC,Sindhupalchowk
3/1/72,6/16/15,16:11,27.7,86.16,4.1,NSC,Dolakha
3/2/72,6/17/15,0:13,27.68,85.28,4.4,NSC,Kathmandu
3/2/72,6/17/15,0:29,27.91,85.59,5.2,NSC,Sindhupalchowk
3/2/72,6/17/15,0:41,27.9,85.58,4,NSC,Sindhupalchowk
3/2/72,6/17/15,2:15,28.27,85.94,5.1,NSC,Tibet
3/3/72,6/18/15,2:39,28.14,85.11,4.1,NSC,Dhading
3/4/72,6/19/15,20:05,28.26,84.92,4,NSC,Gorkha
3/5/72,6/20/15,20:55,28.17,84.94,4.2,NSC,Gorkha
3/5/72,6/20/15,12:23,28.65,82.76,5.4,NSC,Rukum
3/6/72,6/21/15,13:41,27.8,86,4.3,NSC,Sindhupalchowk
3/7/72,6/22/15,7:34,27.67,86.17,4,NSC,Dolakha
3/9/72,6/24/15,9:14,27.85,85.75,4,NSC,Sindhupalchowk
3/10/72,6/25/15,18:06,27.94,85.49,4.2,NSC,Sindhupalchowk
3/10/72,6/25/15,18:04,27.66,86.21,4.1,NSC,Dolakha
3/10/72,6/25/15,15:22,27.78,85.17,4.3,NSC,Nuwakot
3/11/72,6/26/15,9:00,27.58,85.39,4.1,NSC,Lalitpur
3/11/72,6/26/15,12:17,27.74,86.28,4.2,NSC,Dolakha
3/13/72,6/28/15,16:16,27.92,85.66,4.3,NSC,Sindhupalchowk
3/14/72,6/29/15,23:57,27.35,86.2,5,NSC,Ramechhap
3/14/72,6/29/15,17:42,27.92,85.68,4.1,NSC,Sindhupalchowk
3/14/72,6/29/15,17:49,27.93,85.64,4,NSC,Sindhupalchowk
3/15/72,6/30/15,21:46,27.55,85.79,4.4,NSC,Kavre
3/16/72,7/1/15,21:48,27.8,85.74,4,NSC,Sindhupalchowk
3/16/72,7/1/15,3:27,27.71,86.12,4,NSC,Dolakha
3/16/72,7/1/15,9:39,28.06,85.14,4,NSC,Nuwakot
3/17/72,7/2/15,23:41,27.67,85.54,4.1,NSC,Kavre
3/17/72,7/2/15,1:56,27.97,85.62,5,NSC,Sindhupalchowk
3/19/72,7/4/15,20:04,27.73,85,4.6,NSC,Dhading
3/20/72,7/5/15,4:22,27.67,86.2,4.2,NSC,Dolakha
3/20/72,7/5/15,19:42,27.86,85.87,4.4,NSC,Sindhupalchowk
3/21/72,7/6/15,5:03,27.69,86.2,4.3,NSC,Dolakha
3/21/72,7/6/15,15:29,27.96,85.75,4.4,NSC,Sindhupalchowk
3/22/72,7/7/15,9:31,29.69,81.74,4.6,RSC,Bajura
3/22/72,7/7/15,15:21,28.48,83.13,4.2,NSC/RSC,Baglung
3/23/72,7/8/15,4:34,27.6,86.23,4.1,NSC,Dolakha
3/23/72,7/8/15,4:10,27.92,85.68,4.2,NSC,Sindhupalchowk
3/24/72,7/9/15,12:14,27.89,85.73,4.4,NSC,Sindhupalchowk
3/26/72,7/11/15,20:43,27.8,86.23,4.4,NSC,Dolakha
3/28/72,7/13/15,10:16,28.06,85.34,4,NSC,Rasuwa
3/28/72,7/13/15,11:54,27.63,86.09,4.2,NSC,Dolakha
3/30/72,7/15/15,2:29,29.8,80.73,4.1,RSC,Darchula
4/1/72,7/17/15,23:24,28.18,84.74,4,NSC,Gorkha
4/5/72,7/21/15,2:24,27.86,86.39,4.3,NSC,Dolakha
4/6/72,7/22/15,16:29,27.7,85.32,4.6,NSC/RSC,Kathmandu
4/9/72,7/25/15,18:20,27.61,86.28,4.3,NSC,Dolakha
4/9/72,7/25/15,14:19,27.66,86,4.5,NSC,Dolakha
4/10/72,7/26/15,3:45,27.68,86.22,4.1,NSC,Dolakha
4/10/72,7/26/15,4:18,27.85,85.75,4,NSC,Sindhupalchowk
4/11/72,7/27/15,12:38,27.94,85.48,4.2,NSC,Nuwakot
4/12/72,7/28/15,15:38,27.59,86.17,4.1,NSC,Dolakha
4/12/72,7/28/15,12:53,27.68,86.04,4,NSC,Dolakha
4/12/72,7/28/15,3:36,27.8,85.75,4.1,NSC,Sindhupalchowk
4/14/72,7/30/15,14:33,27.66,86.09,4.5,NSC/RSC,Dolakha
4/16/72,8/1/15,1:37,27.81,85.71,4.2,NSC,Sindhupalchowk
4/20/72,8/5/15,8:14,27.64,86.07,4.3,NSC,Dolakha
4/20/72,8/5/15,11:53,27.63,86.07,4.1,NSC,Dolakha
4/21/72,8/6/15,14:51,27.86,85.76,4.1,NSC,Sindhupalchowk
4/22/72,8/7/15,6:12,27.5,85.5,4.4,NSC,Kavre
4/23/72,8/8/15,0:39,27.77,85.7,4,NSC,Sindhupalchowk
4/23/72,8/8/15,15:40,27.69,86.26,4.1,NSC,Dolakha
4/24/72,8/9/15,2:10,27.94,85.52,4.1,NSC,Sindhupalchowk
4/24/72,8/9/15,18:36,30.1,81.85,4,RSC/NSC,Humla
4/25/72,8/10/15,22:30,28.14,84.72,4.9,NSC,Gorkha
4/26/72,8/11/15,4:57,27.7,85.29,4.3,NSC,Kathmandu
4/28/72,8/13/15,20:04,27.72,85.2,4,NSC,Kathmandu
4/29/72,8/14/15,13:02,27.59,85.97,4.3,NSC,Dolakha
4/30/72,8/15/15,4:25,27.87,86.08,4.1,NSC,Dolakha
4/30/72,8/15/15,18:11,27.71,86.05,4.8,NSC,Dolakha
5/1/72,8/18/15,22:23,27.93,86.14,4.8,NSC,Dolakha
5/3/72,8/20/15,6:02,28,85.29,4.6,NSC,Rasuwa
5/4/72,8/21/15,6:36,27.96,85.48,4,NSC,Nuwakot
5/6/72,8/23/15,9:02,27.87,86.17,5.1,NSC,Dolakha
5/8/72,8/25/15,9:23,27.68,86.22,4,NSC,Dolakha
5/9/72,8/26/15,7:46,30.11,81.53,4.1,RSC,Humla
5/10/72,8/27/15,19:06,27.85,85.74,4.2,NSC,Sindhupalchowk
5/10/72,8/27/15,0:22,28.12,84.89,4.1,NSC,Gorkha
5/13/72,8/30/15,21:24,27.92,84.94,4.3,NSC,Dhading
5/13/72,8/30/15,2:41,27.66,86.23,4.1,NSC,Dolakha
5/13/72,8/30/15,13:17,27.72,85.75,5,NSC,Sindhupalchowk
5/14/72,8/31/15,17:48,27.92,85.69,4.2,NSC,Sindhupalchowk
5/16/72,9/2/15,23:06,27.64,86.19,4.4,NSC,Dolakha
5/17/72,9/3/15,23:25,27.75,86.01,4.3,NSC,Sindhupalchowk
5/23/72,9/9/15,12:38,27.82,86.24,4,NSC,Dolakha
5/30/72,9/16/15,14:52,27.6,86.19,4.2,NSC,Dolakha
6/3/72,9/20/15,22:20,27.76,86.37,4,NSC,Dolakha
6/5/72,9/22/15,6:32,27.74,85.07,4.5,NSC,Dhading
6/12/72,9/29/15,10:54,27.77,85.87,4.6,NSC,Sindhupalchowk
6/12/72,9/29/15,9:27,29.83,80.6,4.6,RSC,Darchula
6/18/72,10/5/15,7:33,27.71,86.15,4.8,NSC,Dolakha
6/18/72,10/5/15,7:36,27.71,86.1,4.2,NSC,Dolakha
6/19/72,10/6/15,12:02,27.69,86.09,4.2,NSC,Dolakha
6/20/72,10/7/15,23:30,27.68,86.08,4.2,NSC,Dolakha
6/21/72,10/8/15,7:15,27.57,85.31,4,NSC,Lalitpur
6/21/72,10/8/15,16:13,27.96,85.54,4.1,NSC,Sindupalchowk
6/29/72,10/16/15,8:43,27.71,86.16,4.2,NSC,Dolakha
6/30/72,10/17/15,18:01,27.8,86.3,4.2,NSC,Dolakha
7/14/72,10/31/15,3:43,28.03,85.23,4.3,NSC,Rasuwa
7/26/72,11/12/15,10:00,27.99,85.65,4.2,NSC,Sindhupalchowk
8/1/72,11/17/15,13:10,28.02,85.28,4.3,NSC,Rasuwa
8/3/72,11/19/15,4:15,27.89,85.75,5.3,NSC,Sindhupalchowk
8/3/72,11/19/15,11:59,27.77,85.88,4,NSC,Sindhupalchowk
8/4/72,11/20/15,8:00,28.35,83.36,4,NSC/RSC,Baglung
8/6/72,11/22/15,13:26,28.43,83.3,4.1,NSC/RSC,Myagdi
8/8/72,11/24/15,11:15,27.87,85.29,4,NSC,Nuwakot
8/8/72,11/24/15,12:24,28.15,84.81,4.4,NSC,Gorkha
8/9/72,11/25/15,18:57,27.87,85.77,4.1,NSC,Sindhupalchowk
8/11/72,11/27/15,9:38,27.63,85.53,4.1,NSC,kavrepalanchok
8/11/72,11/27/15,10:37,27.11,87.95,4.6,NSC,Panchthar
8/14/72,11/30/15,0:25,27.78,85.39,4.1,NSC,Kathmandu
8/21/72,12/7/15,1:42,27.86,86.19,4,NSC,Dolakha
8/27/72,12/13/15,3:00,28.04,85.02,4.1,NSC,Dhading
9/3/72,12/18/15,22:16,29.44,81.69,5.5,NSC/RSC,Bajura
9/8/72,12/23/15,3:14,27.79,86.08,4.1,NSC,Dolakha
9/11/72,12/26/15,4:48,29.35,81.29,4.1,NSC,Bajura
9/13/72,12/28/15,22:07,27.7,86.12,4.2,NSC,Dolakha
9/16/72,12/31/15,1:56,27.86,85.72,4.3,NSC,Sindhupalchowk
9/18/72,1/2/16,21:30,28.01,85.8,4.2,NSC,Sindhupalchowk
9/20/72,1/4/16,13:02,27.75,86.12,4.1,NSC,Dolakha
9/25/72,1/9/16,17:43,27.48,86.01,4.4,NSC,Ramechhap
10/1/72,1/15/16,17:14,27.65,86.23,4.3,NSC,Dolakha
10/1/72,1/15/16,13:05,27.63,86.25,4.1,NSC,Dolakha
10/8/72,1/22/16,19:22,28.06,85.09,4.6,NSC,Nuwakot
10/13/72,1/27/16,14:57,26.68,86.27,4.2,NSC,Siraha
10/13/72,1/27/16,20:42,27.83,85.83,4.4,NSC,Sindhupalchowk
10/22/72,2/5/16,16:20,27.95,85.52,5.5,NSC,Sindhupalchowk
10/27/72,2/10/16,16:27,27.84,85.71,4.6,NSC,Sindhupalchowk
11/1/72,2/13/16,14:37,27.81,85.72,4.3,NSC,Sindhupalchowk
11/8/72,2/20/16,22:09,27.86,85.29,4.1,NSC,Nuwakot
11/9/72,2/21/16,18:09,28.08,84.76,5.5,NSC,Gorkha
11/11/72,2/23/16,3:00,27.47,87.15,4.5,NSC,Sankhuwasava
11/12/72,2/24/16,9:22,27.8,85.74,5.4,NSC,Sindhupalchowk
11/18/72,3/1/16,10:45,27.79,85.73,4.3,NSC,Sindhupalchowk
11/23/72,3/6/16,1:25,27.69,85.93,4,NSC,Sindhupalchowk
11/24/72,3/7/16,8:05,30.22,81.7,4.4,NSC/RSC,Humla
11/28/72,3/11/16,9:28,27.9,85.87,4.2,NSC,Sindhupalchowk
11/30/72,3/13/16,5:15,27.83,84.9,4.8,NSC,Dhading
12/2/72,3/15/16,21:27,27.84,85.73,4.5,NSC,Sindhupalchowk
12/4/72,3/17/16,5:14,27.34,86.27,4,NSC,Okhaldhunga
12/11/72,3/24/16,23:41,27.75,88.04,4.1,NSC,Taplejung
12/17/72,3/30/16,12:26,27.89,85.73,4.7,NSC,Sindhupalchowk
12/18/72,3/31/16,22:41,27.93,85.59,4,NSC,Sindhupalchowk
12/22/72,4/4/16,4:31,27.72,86.09,4.7,NSC,Dolakha
12/22/72,4/4/16,3:55,29.81,81.51,4.3,RSC/NSC,Bajhang
12/27/72,4/9/16,13:20,27.65,85.31,4.5,NSC,Lalitpur
12/30/72,4/12/16,14:41,27.56,86.17,4.4,NSC,Dolakha
1/10/73,4/22/16,11:04,27.79,85.85,4,NSC,Sindhupalchowk
1/10/73,4/22/16,6:56,27.72,86.29,4,NSC,Dolakha
1/12/73,4/24/16,20:31,28.08,85.13,4.2,NSC,Nuwakot
1/14/73,4/26/16,9:33,28.05,85.38,4.3,NSC,Rasuwa
1/18/73,4/30/16,6:43,29.54,81.1,4.2,RSC/NSC,Bajhang
1/22/73,5/4/16,5:32,29.38,81.88,4,RSC/NSC,Kalikot
1/23/73,5/5/16,4:46,28.24,84.99,4.1,NSC,Gorkha/Dhading
1/29/73,5/11/16,1:19,28.01,84.94,4.4,NSC,Dhading
1/29/73,5/11/16,8:52,28.01,84.68,4.5,NSC,Gorkha
1/31/73,5/13/16,19:24,27.69,86.24,4.1,NSC,Dolakha
2/1/73,5/14/16,23:20,27.97,85.55,4.3,NSC,Sindhupalchowk
2/2/73,5/15/16,22:45,27.93,85.5,4.4,NSC/RSC,Sindhupalchowk
2/11/73,5/24/16,19:09,27.73,85.16,4.2,NSC/RSC,Dhading
2/15/73,5/28/16,9:39,27.94,85.5,4.6,NSC/RSC,Sindhupalchowk
2/21/73,6/3/16,23:25,27.96,85.62,4.4,NSC,Sindhupalchowk
2073-2-32,6/14/16,23:27,28.03,84.64,4.3,NSC,Gorkha
3/7/73,6/21/16,5:49,27.93,85.21,4.4,NSC,Nuwakot
3/8/73,6/22/16,13:00,27.76,86.34,4.1,NSC,Dolakha
3/15/73,6/29/16,9:26,29.63,81.24,4.2,RSC/NSC,Bajhang
3/15/73,6/29/16,9:10,29.63,81.28,5,RSC/NSC,Bajhang
3/18/73,7/2/16,0:23,29.64,81.28,4.4,RSC/NSC,Bajhang
3/23/73,7/7/16,8:59,28.31,84.35,4.3,NSC/RSC,Lamjung
3/23/73,7/7/16,11:53,27.92,85.66,4.4,NSC,Sindhupalchowk
3/24/73,7/8/16,22:23,27.84,86.16,4.1,NSC,Dolakha
4/8/73,7/23/16,6:14,27.99,84.71,4.1,NSC,Gorkha
5/11/73,8/27/16,12:03,29.81,81.56,4,RSC/NSC,Bajura
5/20/73,9/5/16,0:37,27.82,86.14,4.1,NSC,Dolakha
5/20/73,9/5/16,2:04,27.78,86.35,4.5,NSC,Dolakha
6/2/73,9/18/16,17:12,27.91,85.77,4.6,NSC,Sindhupalchowk
6/21/73,10/7/16,4:52,27.65,86.13,4.2,NSc,Dolakha
6/25/73,10/11/16,7:08,27.67,85.95,4.6,NSC,Dolakha
6/26/73,10/12/16,8:29,27.66,85.95,4.1,NSC,Dolakha
6/29/73,10/15/16,12:37,28.04,85.17,4.1,NSC,Rasuwa
7/1/73,10/17/16,4:18,27.87,85.3,4,NSC,Nuwakot
7/21/73,11/6/16,16:02,29.69,81.05,4,RSC/NSC,Bajhang
8/13/73,11/28/16,23:35,27.79,86.58,5.6,"NSC,RSC",Ramechap/Solukhumbu
9/19/73,1/3/17,18:41,29.71,81.57,4,RSC/NSC,Bajura
10/22/73,2/4/17,12:13,27.73,86.08,4.4,NSC,Dolakha
10/28/73,2/10/17,11:13,29.88,80.61,4.1,NSC/RSC,Darchula
11/7/73,2/18/17,0:15,27.79,84.8,4,NSC,Dhading
11/16/73,2/27/17,3:37,27.36,86.12,4.6,NSC,Ramechhap
11/16/73,2/27/17,4:21,27.38,86.13,4.7,NSC,Ramechhap
11/27/73,3/10/17,1:43,30.37,81.57,4.1,RSC/NSC,Humla
1/11/74,4/24/17,15:04,29.75,81.31,4.1,NSC/RSC,Bajhang
1/11/74,4/24/17,11:19,27.86,85.77,4.2,NSC,Sindhupalchowk
2/16/74,5/30/17,17:38,29.64,80.97,4.1,RSC/NSC,Bajhang
2074-2-29,6/12/17,11:54,27.62,86.1,4.1,NSC,Dolakha
2074-2-31,6/14/17,3:42,27.88,88.13,4.1,NSC,Taplejung-Tibet Border
3/14/74,6/28/17,18:24,27.66,86.41,4.2,NSC,Ramechhap
3/18/74,7/2/17,1:58,27.34,86.49,5.1,NSC,Okhaldhunga
3/31/74,7/15/17,16:35,28.94,81.75,4,NSC/RSC,Dailekh
4/9/74,7/24/17,4:44,27.56,85.96,4,NSC,Dolakha
5/5/74,8/21/17,12:03,27.66,86.27,4.6,NSC,Dolakha
5/6/74,8/22/17,0:50,29.41,81.1,4.9,RSC/NSC,Bajhang
5/8/74,8/24/17,10:40,28.06,85.94,4.8,NSC,Sindhupalchowk-Tibet border
6/5/74,9/21/17,7:19,27.62,86.25,4.6,NSC,Dolakha
6/16/74,10/2/17,1:22,28.83,82.55,4.1,NSC/RSC,Rukum
6/29/74,10/15/17,23:17,28.5,83.32,4.2,NSC,Myagdi
7/9/74,10/26/17,12:51,29.08,81.45,4,NSC/RSC,Achham
7/20/74,11/6/17,3:09,29.78,81.28,4.5,RSC/NSC,Bajhang
8/22/74,12/8/17,2:51,27.63,86.19,5.2,NSC,Dolakha
9/3/74,12/18/17,11:33,27.96,85.68,4.2,NSC,Sindhupalchowk
9/13/74,12/28/17,7:45,29.82,80.76,4.5,RSC/NSC,Darchula
10/5/74,1/19/18,2:53,27.72,86.01,4.3,NSC,Dolakha
11/9/74,2/21/18,15:59,28.07,85.96,4.3,NSC,Tibet
11/15/74,2/27/18,19:00,27.7,86.33,4.3,NSC,Dolakha
11/18/74,3/2/18,5:06,27.7,86.33,4.6,NSC,Dolakha
1/22/75,5/5/18,15:04,27.74,88.13,4.4,NSC,Taplejung
2/10/75,5/24/18,14:25,29.98,80.54,4.6,RSC/NSC,Dharchula
2/17/75,5/31/18,16:00,28.9,81.77,4.3,RSC/NSC,Dailekh
2/17/75,5/31/18,20:32,28.17,84.89,4.1,NSC,gorkha
2/18/75,6/1/18,15:22,27.68,86.11,4.3,NSC,Dolakha
2/22/75,6/5/18,1:34,29.68,81.65,4.9,RSC/NSC,Bajura
3/6/75,6/20/18,4:15,27.31,87.9,4.7,NSC,Taplejung
3/6/75,6/20/18,4:09,27.36,88.01,4.8,NSC,Taplejung
3/14/75,6/28/18,4:07,27.87,84.91,5,NSC,Dhading
3/21/75,7/5/18,1:36,28.11,85.04,4.1,NSC,Dhading
3/29/75,7/13/18,3:13,29.57,81.56,4.1,RSC/NSC,Bajura
4/1/75,7/17/18,17:07,27.82,84.81,4.4, NSC,Dhading
4/2/75,7/18/18,5:30,29.02,81.51,4.2,RSC/NSC,Dailekh
4/8/75,7/24/18,11:59,27.94,85.51,4.3,NSC,Sindhupalchowk
4/8/75,7/24/18,2:45,27.75,84.87,4.8,NSC,Dhading
4/17/75,8/2/18,8:47,27.66,86.1,4.2,NSC,Dolakha
5/8/75,8/24/18,12:31,27.5,88.04,4.5,NSC,Taplejung
5/13/75,8/29/18,17:50,27.79,87.41,4.2,NSC,Sankhuwasabha
6/3/75,9/19/18,19:57,28.57,82.88,4,NSC,East Rukum